"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
11.0,11830.72737454439,8546.079214285692,151.73336972084266,2165.2210060487414,304.4900769596458,23.583734127003066,295.70946071931286,10.831489028562784
11.0,11941.754567215037,16164.944018373697,142.68260816950828,3377.5639982013868,196.93533221226213,32.134068732699994,766.1638218658542,8.329895035264617
11.0,12117.331283849646,5820.221270351248,197.59284793328007,4834.314112258352,396.5112295688826,44.118024376147915,735.2510250307132,14.459275579826619
11.0,12220.802513144054,12585.565518093088,178.93349657569655,4126.24339098923,329.8113376017834,31.992625824136315,463.8201038555075,10.457500859559834
11.0,12415.424923178613,13848.772034632095,145.19996898533788,1714.9458101415228,234.8717689534882,24.885321581261397,441.55741463058615,12.93860066200465
11.0,12776.541787512531,4915.3485042360635,140.95800099818942,2389.7133298658764,425.1880735101327,36.35128840915561,503.99552310206843,12.48258612087025
11.0,12964.087099167677,8184.488284538598,152.50097715541392,2338.24954382255,313.8763274824395,23.650297340520353,289.66111204011054,10.219643190853413
11.0,12994.05150251532,10893.86221397026,136.15180977804064,1523.786625557847,286.60859544085037,32.70215849714804,652.6655826511204,16.29065782338581
11.0,13083.099668015433,6451.689253448765,128.20248609596337,1783.2096063816118,371.76309595415074,40.96817449835396,731.8911684579382,15.347903483520453
11.0,13156.037320901882,9282.091138707921,189.50773938123785,3235.4104699012755,287.8763069795738,23.857144387998233,284.58245268648426,11.359284310172612
11.0,13340.553556746961,12401.72927932991,147.23309762971058,1584.7676565561326,299.6187530514122,21.760984239562834,274.7590443004599,12.754176234907709
11.0,13732.277735207746,3734.5176203596707,177.2621158590621,4480.063814472012,276.63162022530037,23.02779783389462,269.8118878973768,7.342762623150621
11.0,14225.584591129087,12367.591590828228,128.8059588834671,1075.3296357310446,260.0635880548084,26.21739321300042,477.91626057442295,16.74544747246931
11.0,14499.093293511387,10704.002004266162,130.97263350677005,1359.0488357688887,228.34300508549677,21.51069693405697,336.08444569753385,11.752086717953725
11.0,14711.441285613235,11736.462279812644,199.50981334648873,3775.693629096594,214.594341827112,37.54172502804041,935.2155609646401,16.097211671406086
11.0,15174.537737835992,3537.9268696733284,166.6283560130362,1930.0359983627068,235.0513656804693,22.034682905746923,342.17853149217274,13.48882940999577
11.0,15802.300946087284,7400.881178132982,142.6216953975525,1710.835176577969,294.22866165812536,24.436772107064957,353.9497111869209,12.355980059153293
12.0,1972.5829338354815,14238.547969688025,162.34107657871178,1500.4308757338342,292.943409290729,34.270136100759515,641.0718129795363,24.204099880775885
12.0,2417.884971222663,11896.993170889149,190.2068794511432,3462.8627864013915,238.60402971930324,31.774031423480288,563.7966357676692,13.72966245717032
12.0,4271.984701570579,7018.81654212555,117.15737673052237,1582.9823627761132,282.49230798209027,35.75399040772335,820.0055069120427,12.808104176506754
12.0,4303.716571605272,8260.581254006913,136.72633998504688,2484.211025194897,248.973251882945,26.503988913161965,416.91426312757716,8.715747931283731
12.0,4687.667278816037,15258.485220445717,150.12112241601068,4005.1604067068197,417.59873413734994,29.053686666989485,331.0820902301248,7.2215181176971734
12.0,5073.203260499266,14042.928817961883,136.65014443771227,1097.5154298887132,360.1601650848584,25.21292352906039,309.4865533026507,17.734346532406175
12.0,5863.337848677536,7111.037611118288,144.3364244300287,1907.3624918453363,309.8262198194703,30.681166727913638,502.18614917135835,13.891228553570269
12.0,5924.05820244373,15725.839180186247,157.730126431067,1549.9635407865987,345.45835047890756,29.36434527425725,414.25417428766553,19.237402962685188
12.0,6431.1275749510005,6506.050731993724,185.87192523344254,2959.155988682895,324.81352260033293,44.06146958997885,832.7483311277053,20.623982035673688
12.0,6827.612251239829,7527.598063541415,163.11707294664532,1574.4748030832548,286.49469935141326,23.4124268923798,313.89504154950674,16.498356643861815
12.0,7142.512548252581,8798.777342296211,123.65511133003805,913.0275179008963,270.4915615795114,24.36122157152447,394.29707739528925,16.95771881385832
12.0,7320.347342862858,9854.956838690674,156.93437369237134,1802.0529335351166,251.2561472464279,22.46892587728546,344.36662012132444,13.083636657292974
12.0,8062.957325767514,16403.09449753821,166.24066341396247,1610.4723841949633,282.31745639950043,30.80643151226758,582.8444106041882,21.429386007399184
12.0,8637.947416030263,2558.15387289078,181.0705958394874,3505.406166672465,193.04738606483477,25.627495446995876,507.196755242133,10.309155935998563
12.0,8589.06348332417,6589.22057020854,195.69070382006055,2739.6987789910095,363.46872950329646,29.843813212766097,401.4367862235927,17.102555409707172
12.0,8739.512940497265,15462.341648228185,166.70799960261672,3694.9048155026394,313.4088011561124,24.5282569966612,285.82836628402066,8.18917548109411
12.0,8786.519622251959,13686.676777622295,131.3980396142889,1116.8172547826443,283.12652482202077,25.76773418712623,420.7342748810748,16.52084576064301
12.0,9075.034195731063,10862.048339648876,144.40784373640892,1992.1965117859293,287.6463616131361,24.10886831970555,351.9080986738527,10.874894614271016
12.0,9301.223590486516,4721.850578122032,105.11959909808272,808.1493156646204,395.4150248719247,28.45590355979145,375.1169002570754,16.086152758765763
12.0,9481.522162596011,13255.76709472708,150.8293192498305,1281.0641657389608,290.84050292695946,30.945504273220028,558.5230119454047,22.244537872404692
12.0,9860.093115744008,5766.293309355184,149.55254395258518,2519.8057462400425,388.33880706524104,28.957296625508455,384.2138296581322,10.887591427305079
12.0,10583.61768895669,13949.45277497922,189.60928811521907,1846.2214415657534,241.73259385187896,22.637640068434703,362.48887865687743,18.29081481267939
12.0,11119.775073067742,11218.128431858644,145.36320554403414,1796.5520148936507,318.42225831815733,48.316951149868174,1006.8309696192298,22.67859909282579
12.0,11090.250132485413,12390.970766929182,165.00583563215716,1569.851651652744,313.62224970411404,18.312455135613707,182.2970860878192,13.734062475876044
12.0,11597.485722514897,3284.5548517682937,197.61280109485142,3344.8638979126877,330.6797853771339,40.01199856486413,723.8334475212165,18.837942557418554
12.0,11636.712598674396,15286.222073539568,154.09473720175657,1699.8218778379437,254.53598766883974,35.675681706931734,812.808814337509,20.13959418031315
12.0,11855.926326196484,10746.271073978625,138.92016283192166,1379.2808738424424,302.1362625980483,37.69798130572013,709.0457266205827,21.24010987855651
12.0,11957.31647139832,16144.362834043386,153.25576579387172,3480.5489459793275,184.0455795024087,32.90982299429938,817.0101996876804,9.419557747440537
12.0,12125.102367189422,5821.83384534431,197.94227961539747,6633.444590228681,386.63751933544756,43.373951384010624,618.2145749588702,10.564636335053958
12.0,12204.611627367798,12595.700345044672,198.64800582094392,3783.661959572223,317.643274156459,44.06773723085086,889.358384826824,18.485931475303012
12.0,12418.94270057925,13884.261917999977,163.66892908330317,1661.1630178635648,223.8998469140348,22.19182397709282,357.37285267242044,15.07974618516493
12.0,12738.665990488742,4876.592939234464,192.60621354708374,2840.6424335299134,374.33488260964685,33.983176111854874,515.7020972925021,18.04046913685297
12.0,13033.315138068958,8193.818822351363,142.4712140366194,2439.1671864310774,298.50275143629773,26.496865558815593,370.15977086434987,9.538462347488373
12.0,13032.147683803501,10864.903349365424,114.44274193300743,1196.62697663083,287.7208003590044,30.372414840911574,569.9591607072746,13.810209732943896
12.0,13184.678589738833,9323.047580208608,191.12616998210643,3480.5819401175036,277.5882026738603,27.054113686486012,403.9545872551065,11.988118328914215
12.0,13312.804160264513,12426.462693151872,140.93802332607314,1270.8810730377745,295.9298575548283,21.69877901751182,272.5502029351778,14.382975882669337
12.0,13732.942699238512,3744.1534024943235,194.83395976632363,5187.321743367506,260.1247872788248,23.73489974897661,292.82577873094533,7.789546600310364
12.0,14490.2759510707,10554.059798041422,135.4401376600326,1704.6305768645984,217.82806146073668,21.85697317059776,386.20492913411033,10.309061161942502
12.0,14704.021309695592,7789.384783770475,179.4750849977826,2257.501778890038,318.923762827185,29.89853652156658,449.1173925911419,17.472759265146376
12.0,14677.310562254965,11671.953039017633,168.71403299913752,2510.4904811033603,224.81638355762047,34.70538868295329,817.6857004551339,16.067674032793853
12.0,15209.666851043106,10207.212178540303,172.96704898025027,2107.391222378859,210.68468646271077,23.1486702813054,390.20463409310753,13.889473273457602
12.0,15800.41784698213,7375.9321428636495,175.30345876922135,1663.924613348525,278.1560343589243,22.605833268517276,309.2797692364146,17.385726494106297
13.0,3204.1703779722848,17137.524211945776,169.54495896849915,1655.4063478453365,186.03287947030276,31.528602820434187,867.1992368228482,22.144191083881786
13.0,4278.582147686173,7017.521503775579,141.95473507013216,2211.087290538931,271.3220966059514,35.31987599891206,802.7827770266239,13.2692131934556
13.0,4297.327998406521,8257.707940428547,155.4274643504429,2581.719766675768,236.91479670145773,21.44218689791845,281.9192084478111,8.962764175346669
13.0,5093.511051304275,14068.411096123884,128.61927138877184,1054.427329307025,358.89225134137763,38.53642285011064,650.602864154199,24.234970081105168
13.0,5267.436571331033,15373.45073706653,178.9880395000589,2008.3522202567567,363.9277707427919,44.09660497569643,824.4523044728461,27.98865840719184
13.0,5885.517850183354,7123.726403063143,144.2676259731397,1768.4318081804563,298.9981723016169,26.356629064051056,396.0882390801477,13.050744604583615
13.0,5758.4944355435355,11742.47862220468,176.1519341191711,2350.1450774375853,248.7297029807056,25.704402756277148,397.57076713840564,14.20423384025797
13.0,5857.052002723208,15608.60674365543,133.88229712074266,1400.9003413272587,350.2113379892395,43.25289599636728,833.4877759612195,22.16517868538772
13.0,6745.913315665377,16437.74073865367,144.25617899165493,1483.682564323902,347.46971046739634,35.91083730155213,673.9669428763857,20.344995349356886
13.0,7050.663576441408,3792.2808618408976,143.83490235477976,1903.775706480185,279.3057999546187,27.750020821126437,475.66660599461187,12.666695424398066
13.0,7140.258310428475,8767.857630515333,149.27266208400462,1937.9818817920489,252.34529902614005,21.428254529096566,303.17717981391115,10.761576936133762
13.0,7364.640302195217,6643.229372860872,185.41960703418843,3537.3297768152797,346.2744026263319,32.16596057490269,478.41603829197805,12.966532321594693
13.0,7373.235714263574,9860.756110191574,111.93044357624059,867.3589948463916,250.9308017999589,17.832103694836107,225.3690212950923,11.451904557416338
13.0,7832.3721175680585,14410.047167943956,155.03577982808528,1596.8442875018425,275.9623683122034,22.67375866807037,313.1138875063439,14.412074793059169
13.0,8044.0928966822385,4505.326405499971,147.17832089333544,2347.758430145499,338.6948442633738,44.943598218074705,904.9008835620996,16.73166383721548
13.0,8303.623395036648,5607.256290055613,147.21974293465243,1105.7007836992036,374.47417919462447,21.615969557778726,223.5249315094576,17.68786759483052
13.0,8385.845426299333,4072.2621998225645,100.18901859622102,833.7615925686555,404.58985540491983,46.534398372765025,902.1166987388868,22.404819953365493
13.0,8739.888657220878,15423.888457607622,176.17343938646502,4305.635449837157,305.29318018106824,25.52503630937218,296.01448042426176,8.130604484580255
13.0,8810.921763967268,13713.85255613736,144.79767879738904,1866.838615286547,285.18058091310314,27.251602789303426,437.77240275228706,12.858298758312213
13.0,9096.62240770584,10843.546846732166,132.8116771847675,1034.0834158870705,272.80805900475787,24.931051096399166,386.5968020806816,17.602801306877808
13.0,9459.12310700253,13302.016064156833,112.22888752774283,1091.2975801221128,308.8580409732365,30.237551807315175,529.5161509670518,14.46204400281948
13.0,9631.976767927204,9055.39807342616,156.3802808143031,3249.8505836378085,305.14916444130813,28.427605787151215,407.30183327156357,9.214515495626287
13.0,9861.375727368379,5756.472858978299,148.03492540372486,2419.501716706643,382.7776395733478,30.344519084036452,405.477550070804,11.545649308562643
13.0,10586.162064164806,13937.421362735817,148.40257871949234,1422.3830506040276,249.0256539308969,22.548137495636144,325.27392786063234,14.726837309388637
13.0,11100.39318896908,11243.870003419906,143.29672607818597,1707.242684626384,332.312232416447,47.02193877640996,1112.3020860522536,22.587496458746774
13.0,11657.850096740209,15282.848903002761,145.66222678526853,1521.7756516039938,260.4644724113928,47.955887229805334,1469.8362623699488,26.592125408333615
13.0,11854.48018007392,8494.443303853597,152.096010179028,1364.9255730894633,291.84933924349014,21.71771815959533,280.5890761798663,15.507422877423732
13.0,11920.775785158452,16161.5823958597,156.3607452766853,3519.691992334013,186.34966552138377,29.51449931574503,682.3338773964058,8.835178360619269
13.0,12254.154179399726,12584.265798212391,177.38237057359922,3745.5615983823564,323.52507806575125,45.046860080641174,903.151419917902,15.311742864179847
13.0,12429.07590999314,13822.562371476035,150.36111272454644,1783.2479737071699,219.1757356689603,20.240568414395092,328.8403889259548,11.227165823123759
13.0,12732.577790449302,4863.629021671792,195.09310901146154,2667.4685501382764,373.3775258339289,25.957390296069697,285.9616363907277,15.401417957344995
13.0,12986.426199430645,8249.33443272599,167.5214119102419,3307.123425386549,272.28024744808374,26.387497567025775,349.527194701711,9.66783205793096
13.0,13180.72987736099,9302.016034203765,181.28836292130688,2185.7470263794326,268.20399377892176,24.78226618237094,357.740482801654,15.536872850719584
13.0,13323.267963920105,12383.400147632196,190.88107789224793,2667.0611343049072,259.0021938836774,21.34393499697422,271.986547069142,12.52391262174933
13.0,13728.243578462238,3732.8714388075728,166.6356033617241,4099.964081911566,278.0887785499043,27.45991168849816,373.24102375027064,8.1462667350887
13.0,14472.01119027877,10580.664821136925,114.29891697203763,1164.7235087028214,220.15259190272798,22.31299489447692,398.3082519991226,10.893188340194603
13.0,14685.04149377365,11698.318633029421,168.5888222659908,2620.668512019632,219.61747702218602,35.064641719196736,778.7683257611341,15.545283269911634
13.0,15206.601068689473,3546.0248983767,192.51010774548735,3127.355249838868,196.9113205537211,22.676846005694934,372.1926885121701,11.563566084100438
13.0,15189.789017388723,10192.026522214319,166.73096268757698,1971.6019932808365,202.26128924027756,21.72664412920359,361.48152644732045,13.087958949291497
13.0,15988.584440186007,9198.821322316764,117.51713146963196,1229.9204459081545,219.01036507066803,28.515409140415372,595.2419550163578,13.384228511755358
13.0,16402.609759949475,7251.69350053045,148.38439000398986,2439.376696110739,268.98250262618706,33.981195083327016,704.8683822443622,12.7027972069409
14.0,2035.4323692436135,13981.211481001004,156.71501425223641,1634.7539037541617,306.8816437704461,33.7647512358385,607.8489210180214,20.52620538026613
14.0,2400.178657131743,11891.352314092022,151.51956224625428,2290.3349641496975,246.81427758970887,29.1510042468462,531.6678472264915,12.255988664446969
14.0,4346.247383102693,6971.107449803931,198.8832469503064,2162.335856071061,249.64354318548777,29.40374531281322,536.0485500584554,21.82184892545547
14.0,4269.767597002313,8297.297368556052,130.4974953389752,2769.9901949891214,243.51040274710303,23.395734713804412,346.1611008400948,6.647204097423558
14.0,5126.407493799853,13965.256454253746,187.2613820036554,2438.9023354998567,352.57163280897294,38.75285765206167,733.7428559363285,22.36966256161721
14.0,5703.507849448028,11764.04690965025,186.27651580804036,2603.785700964055,249.8974350497428,29.946024190274752,586.510856141945,16.396058018361675
14.0,5929.246048464016,7086.918078708114,137.54611374812515,2116.8462913354497,296.66614141768963,32.632121534592414,525.5157588420597,12.148482268513467
14.0,5860.05654372908,15631.016702423121,124.72858544344587,1459.0553452769266,348.939455104225,35.71754452686676,600.2895843340752,15.567398879467127
14.0,6458.979126346672,6218.487850476871,165.6687090367987,2328.296424927456,383.0750468652265,52.823952023217565,1070.7220542176842,24.748961978855313
14.0,7080.492718887028,3811.4952679719795,170.78922283467955,2853.5193655102926,264.50590205602236,32.592850788273374,663.5238818157083,13.76057227709627
14.0,6942.018944785874,7713.590931194567,196.17161855855392,2182.3911098072003,258.9700550025958,27.30041321465712,440.2790372862244,19.686075667739164
14.0,7151.608440574684,8763.243214773946,123.60154959323846,1410.8163133156274,266.666739969721,23.081319984276504,345.43245339017716,10.83628195867669
14.0,7338.3503941278,6619.955139848109,199.9530257514728,2945.3577169058244,344.50448392202765,31.56561229028926,453.2317477108089,17.498440025733935
14.0,7342.577676997356,9895.935412488921,129.3098872717005,1252.234905365073,261.14915992173496,20.696225416813093,270.6473155145375,11.987133749025766
14.0,8732.636865134893,15423.74137626039,184.1048236314811,3314.607638171876,299.8817676665172,28.038041173682,398.4995822444069,12.066445538694577
14.0,8806.57951541751,13684.765930628602,117.73731759195938,1366.6449332740608,279.82074707459833,28.4188390807989,464.57120598381226,12.139796354437163
14.0,9204.114128409765,7875.94173954244,104.07970912740001,952.5469787683147,294.5454493800426,41.698865383831176,901.4193542321675,19.115551051900397
14.0,9436.007674586432,13312.781294870294,134.16359799709358,1393.8477642554762,290.75603456848614,32.58343176712012,661.7286844907754,17.189137361535323
14.0,9626.57062304502,9043.568980229413,169.53558553229402,3629.9891659588716,290.8297836955289,34.7252246317803,648.3699141558525,11.442353637559112
14.0,9881.945315497938,5749.503743068839,157.19685992443547,2367.1185820715405,375.4864247879837,28.83954573735426,377.96267329683883,12.609154539740285
14.0,9907.530292234986,15047.758603062332,178.21660411058264,1755.0126139354256,227.880474286585,22.645969421135923,378.13003498949064,17.083278539926848
14.0,10626.69526418183,13949.554389974655,151.8411082316319,1621.0397756945938,235.05867988966864,24.358423836355705,422.72408689015424,14.540096673653663
14.0,11117.391254688453,11240.732082759412,130.6252453248067,1523.1594597562316,304.6569944586185,50.739651571241446,1280.665024193119,22.661330589328788
14.0,11103.863496556845,12367.704552884814,135.6404336527217,1200.014359754463,297.6650620771556,22.330617878270466,293.0216782747508,14.47997087894899
14.0,11429.878261175816,10838.247478476886,104.91915072516267,815.2835859844889,332.07110621484884,54.88614824449222,1424.893729254937,29.36006873481444
14.0,11917.931301346262,8513.91160254024,149.5127789437979,2068.3728236147,283.87538417045226,23.33646572131712,323.64107544687135,10.899565023628199
14.0,11833.277912476435,10758.808340907472,198.92505606001137,2646.2140870159637,274.90273760548035,41.56901234223912,879.7210561662018,24.834316378892773
14.0,11918.704817259282,16146.159957064874,160.10038811772145,2857.706311950583,178.7165886996498,33.46603118212561,872.2189824263709,12.455517619356472
14.0,12126.14669898719,5708.520102872646,144.40790014133051,3150.13884607825,403.7950617664764,44.93542783828419,828.6090884087519,12.163209119946984
14.0,12287.146773131291,12551.122803844628,141.3339073076937,2282.5288274160243,322.91849678519503,37.76281158062691,727.8982190562311,13.558150352715257
14.0,12409.634897240101,13854.372727802358,143.96461290872261,1473.8022228844786,221.7311615594406,26.047957152450653,514.6823597160526,15.253221160693874
14.0,12951.950060033634,8234.873900441768,132.5695101364075,1305.5588005628204,285.4300752061323,27.335124375483282,455.71225360653904,15.278426360318612
14.0,13229.407884785265,9338.352839868901,168.7586559493095,2868.6451172140964,283.1149927115796,29.83481470371844,493.1521634169535,12.387730694401068
14.0,13387.433862584447,12314.719708427672,123.10320205398862,1173.257452458364,295.84722328773336,24.427614272055838,349.3452341777092,13.34408812736313
14.0,13728.317004249553,3744.7957004095038,152.75813257569973,3202.2450609993452,292.3828458118017,22.995820285815693,281.602446741071,7.590322375121967
14.0,14276.670226101194,12296.756284571531,117.85467144517278,1028.8784864705858,266.13217169884905,23.77942930666628,372.0176100668523,13.590737244265027
14.0,14469.946216714687,10524.244865077528,130.56781369295356,1097.7790796379434,211.77046517730375,23.16502584565636,444.3174701921632,15.122197275218012
14.0,14682.106030600156,11645.57652113505,153.38347133811718,2238.9208695186326,239.57819106551088,33.458434996936894,818.4367510154525,14.46334478976353
14.0,14873.410279111715,7846.987000420131,139.90548972636194,1173.0615522207047,315.0253408854509,34.416122977561606,625.1587530094579,23.128622195528727
14.0,15157.285604269307,10238.543261624312,162.31606303888898,2222.8815835115374,201.55960133615773,28.076498186707568,623.9641436931036,13.869170975913276
14.0,15216.383421208559,3581.527452890554,189.68532441636603,2229.0507877563223,209.61142440253883,23.001059581287883,409.7513284764479,15.558277798584813
14.0,16003.49407463663,9201.6823995386,134.44559906865854,1086.5823171283234,230.19702488252688,22.401577512956827,363.61694831377366,15.660735532576272
14.0,16347.761144789776,7233.966339483988,174.47047712446061,2657.028492598965,244.240022940954,27.038127651884917,480.6607156155642,13.000854089219176
15.0,2452.1116759465085,11872.079841581473,179.10011512420837,3006.744216219459,231.48447095482595,29.82675960223214,582.8649247287351,13.24496085501763
15.0,3250.8714569255662,14803.102287238993,182.31873415154988,1894.6639929948587,254.68214967905897,26.193686895260612,455.07403375868284,18.874569014541517
15.0,4235.786380454373,6948.794375520388,145.25524912684233,2623.734530648429,254.70596268627483,24.261539437767915,384.18034089885145,8.62361025430934
15.0,4288.428103291648,8294.130279433328,143.85089577114783,2263.0629405673535,230.31117942163752,19.99337227181662,262.57072832270796,8.343245080125401
15.0,4655.087592744858,15252.077591616571,154.12022874395157,3521.2467401469444,417.99663353605746,42.46701140149427,699.7702424533965,11.76440287952439
15.0,5748.801190258712,11751.745394713194,171.50388099676545,1909.9495631193972,268.49631980007365,24.82322808487833,362.10578087754385,15.914357336291564
15.0,5892.440467046121,7052.85802164906,148.62649446243339,1689.1385401306648,296.2295234691554,36.47084810344953,661.6843929349369,19.290904920182253
15.0,6911.429719587703,7675.792223037024,193.88940280946127,2406.0446220000017,250.32006952716966,25.902913643269635,403.3906395415293,16.743904990864742
15.0,7108.621116719997,3778.0764541296107,137.5322134008202,1618.6652496490033,263.07662271218476,30.29976495508355,550.5614263626765,14.644037032813117
15.0,7128.917302623189,8780.162868910209,140.3574637242253,1476.0264221798984,260.11101235994636,23.515142019806056,354.4037642327178,13.307556858522878
15.0,7302.175821220016,9877.32629637411,125.49532209566817,1396.4173512769682,249.46880214304605,22.475928017605778,344.56676034496314,11.00196869298849
15.0,7804.394168781781,14435.125269013803,154.89646997889216,1361.1248927999436,280.68586612844217,24.54284673932176,379.05071672109915,17.895766237264247
15.0,8534.799274967418,7764.611673804952,111.90091720736412,1128.746240444316,314.1968477846928,41.80512421763065,886.1906139890731,18.701874041150678
15.0,8796.664999185723,13694.867284406966,135.9682819918743,1678.7774226041577,268.647250203489,28.172563193584455,485.2287850189574,12.996014268792782
15.0,9178.469420243737,7877.66149045552,134.18348220446066,1420.5519637002067,279.7388477123836,32.51736233354192,579.1957146122975,16.854355557542767
15.0,9595.281809252434,9042.942927612386,144.12314673569426,2419.4021365554886,309.62572528171097,38.94833408981005,797.8081743535453,13.689456983188078
15.0,9891.830973573695,5765.201028318726,155.15262996781658,2688.8697817179027,373.5831936816006,25.484518709783973,291.6885283396845,9.869211655785941
15.0,9867.448846747902,14938.890923628413,111.75837036002234,807.5386292710338,254.7609126894194,23.821559173369987,373.2505553280807,15.447287278502515
15.0,10609.105766069119,13927.061197719795,123.8386352388216,1325.0157069854397,241.22488165147314,25.560880247968257,460.8256397711679,12.529801202306393
15.0,11069.307130509485,12433.642199446314,173.99452668424487,1740.629072943786,283.996809060477,23.944485604839308,341.40309666634886,17.284111967362417
15.0,11119.884338517504,8400.350501728864,125.07524614567299,944.4532565452248,311.94957767099555,23.49969360512828,312.3389324991082,16.2630074206708
15.0,11638.752213522685,15302.855884267226,170.78906001252068,2072.89659499611,237.74046910762962,46.29270046842011,1361.600810034019,25.935899808886923
15.0,11856.5202634921,8480.21257452314,149.5405461139384,1870.8372370517395,284.62078459046995,24.131192356066204,328.2798241054424,12.283572962997006
15.0,11824.876000723538,10723.210699847046,192.3376083966092,2621.848767612599,273.76103048000954,38.08678455422182,791.5268633906726,21.60894830346992
15.0,11896.273511466945,16123.346153945668,193.71344371283857,3377.7826977496393,161.95807816166288,27.488472233542993,602.6937272835456,12.81125801754109
15.0,12132.695622623472,5792.852181600562,180.58991148135254,4171.496288158663,383.90674818622233,46.49376491929869,816.4388877995253,14.711997895893493
15.0,12793.1605059509,4895.202146067338,151.15108575026844,1972.7089605296285,380.8624267204384,30.250602985461956,402.54110358916836,14.494864636397987
15.0,12997.790851292693,8211.437245696972,144.58290083744444,1696.5497255367488,281.9671136645753,27.880899576963643,454.62454141409273,14.301402867121267
15.0,13291.718155682234,14851.841864511984,149.70037899050513,1390.357038939259,135.7782343238444,22.399998504257844,670.249556092563,15.199521744182471
15.0,13749.182414157158,3666.03445687366,161.6098139412511,3888.3048772625884,283.5843326360699,23.915469089145752,258.5917060655038,7.276284224610772
15.0,14516.180551726213,10540.219147867503,144.4383758229312,1469.8421164945328,210.81765270798633,27.361952219833345,597.1510158599468,16.068115236845273
15.0,14673.926171516463,11621.434999479565,131.7974544883112,1917.9824148583675,253.25944033677146,33.009641340792776,714.7605088285519,12.427656130059146
15.0,15094.15277484493,3498.298588405861,176.74686441880635,2446.1122252261607,228.44072142586984,23.170268136801415,392.1253582124099,12.608245982846096
15.0,15170.211081917178,10213.26678631486,174.37331607513266,2675.6467240747065,207.81204414895177,21.358073303359166,310.4392811915588,10.612722333755972
15.0,15387.632743019532,8657.737787824688,148.8480072730877,1223.1534280277722,245.2250876852671,24.207824826704094,414.18918933880684,18.14115360134493
15.0,15937.273694607344,9077.537765302497,187.90801613624416,1964.5579360501026,211.92300415486798,30.12380730908841,617.8568837469943,21.941696203865764
16.0,4228.550955975873,8300.560287181976,124.78034371815839,1570.4299052364063,230.53797253722067,19.79896998863131,294.0277791688865,8.898073458024058
16.0,4666.15356476125,15244.893989519765,174.4476433240412,5111.822502369822,375.9716489578451,42.26323418044878,693.1098383228373,10.403408071848897
16.0,5871.640829613471,7077.695812990194,120.14552511903439,1547.4537878316269,295.1015395633692,32.60128548125553,591.2484518836673,12.644259951156968
16.0,5746.90503681473,11743.622079419836,183.44075760496784,2472.714211292167,242.21998746100286,27.48944409510052,486.2732098198542,15.49595629509403
16.0,6330.272568915578,6576.446291094803,110.7646682648116,1160.6264388679622,335.0559996985178,31.094643254156015,492.29928562937727,13.647961809425617
16.0,6891.474530460927,7749.0665417097125,150.93173258261598,1236.3411540218806,270.3430768360865,25.425745932658,397.6126654713277,19.26115026575013
16.0,7113.708052444474,3736.2923479446645,163.5624411594024,2027.1810925729285,255.48691770646477,32.03559629167501,619.4330250151658,17.2707795356991
16.0,7192.6357779134605,8784.2267361078,126.42160820737048,1327.979108190137,256.2523857758831,23.443839236607925,351.3403670110724,12.079032993175316
16.0,7325.996516035406,9871.524819703302,139.593513001874,1760.323610426029,246.82650271058495,18.63008520149595,250.32438221523165,9.351876636124837
16.0,7382.583994936775,6664.676744890209,184.56195390744128,2245.5093992015704,327.1866876025434,27.521742948745384,381.015582805531,17.18784035190728
16.0,7745.335635791854,14442.956555953226,130.4736083399552,1015.4990548109904,276.5628746924125,16.89135530726602,178.19239875479337,12.511798161218763
16.0,7976.847326921851,16505.211529365333,165.65397860186636,1915.9062275579986,262.256454210259,29.612637533039013,509.19362492453837,17.38747296652415
16.0,8827.12478643944,13681.684593410444,130.7371841896176,1521.4994630595575,280.68362752298475,25.004426323144166,367.1858636260147,11.962255116896342
16.0,9199.674576180001,7852.406655596827,127.68019922239338,1646.5770260989896,285.54266101336975,29.281287330371093,487.6716809852525,12.17226456894069
16.0,9420.038046083451,13279.865984745233,115.56467129526325,1115.2666377993085,297.8625539587025,23.95975347145791,346.19851634155077,12.251345339615265
16.0,9598.961842031997,9023.19619722476,154.4684854973826,3062.669871463154,302.26875549321875,34.89497778117151,684.2458955462433,11.321398796250723
16.0,9849.929541103571,5748.834721427546,162.0408827710732,2601.023994825879,363.4321389379811,25.649324586785283,285.54237589371485,11.065690326095075
16.0,9936.712516479442,14956.973284640286,160.7306373118675,1452.3785834406597,224.34164223196404,15.457088128901217,180.85334386625868,12.297485637311075
16.0,10659.568431904798,14000.052521706259,131.40874757516622,1329.8663143042065,250.16135314425497,22.63463717132147,342.52689357090543,12.572993391490312
16.0,11131.50303548196,8436.981113939632,141.55900419376923,1167.2198046821227,316.19922263162596,24.093176321730315,301.2014580789325,17.179210755058513
16.0,11090.754769049645,12333.083261346712,131.48692993265607,989.4800344398027,297.7366333128355,22.098281062011722,265.03786657145076,16.20346969072208
16.0,11368.466250687072,10858.542473610918,126.07531072775869,967.0128112945578,307.51841845315516,33.71101234684429,582.166371173675,22.36493685030688
16.0,11710.379238224996,15265.321242956574,179.93737358229293,2557.455936688248,239.69318009290765,48.088250945319025,1328.28614757543,24.253656122115558
16.0,11791.250326856574,8490.610470078627,149.81581263288322,1878.3760797464622,296.69655528856293,24.353453064360046,301.03679680952695,12.374284721693135
